name,type,np,ax,ay,bx,by,cx,cy,dx,dy,bb,hh,ang,az,len
beam33,beam,0,3.00000000E+000,1.80000000E+001,3.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam34,beam,0,3.00000000E+000,1.20000000E+001,3.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam35,beam,0,9.00000000E+000,1.80000000E+001,9.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam36,beam,0,9.00000000E+000,1.20000000E+001,9.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam37,beam,0,1.50000000E+001,1.80000000E+001,1.50000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam38,beam,0,1.50000000E+001,1.20000000E+001,1.50000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam39,beam,0,1.50000000E+001,6.00000000E+000,1.50000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam40,beam,0,2.10000000E+001,1.80000000E+001,2.10000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam41,beam,0,2.10000000E+001,1.20000000E+001,2.10000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam42,beam,0,2.10000000E+001,6.00000000E+000,2.10000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam43,beam,0,2.70000000E+001,1.80000000E+001,2.70000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam44,beam,0,9.00000000E+000,6.00000000E+000,9.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam45,beam,0,3.00000000E+000,6.00000000E+000,3.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam46,beam,0,2.70000000E+001,1.20000000E+001,2.70000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.40000000E+001,0.00000000E+000
beam47,beam,0,0.00000000E+000,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam48,beam,0,0.00000000E+000,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam49,beam,0,6.00000000E+000,6.00000000E+000,6.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam50,beam,0,6.00000000E+000,1.20000000E+001,6.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam51,beam,0,1.20000000E+001,0.00000000E+000,1.20000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam52,beam,0,1.20000000E+001,6.00000000E+000,1.20000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam53,beam,0,1.20000000E+001,1.20000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam54,beam,0,1.80000000E+001,0.00000000E+000,1.80000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam55,beam,0,1.80000000E+001,6.00000000E+000,1.80000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam56,beam,0,1.80000000E+001,1.20000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam57,beam,0,2.40000000E+001,0.00000000E+000,2.40000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam58,beam,0,2.40000000E+001,6.00000000E+000,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam59,beam,0,2.40000000E+001,1.20000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam60,beam,0,3.00000000E+001,1.20000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam61,beam,0,0.00000000E+000,0.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam62,beam,0,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam63,beam,0,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam64,beam,0,1.80000000E+001,0.00000000E+000,2.40000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam65,beam,0,0.00000000E+000,6.00000000E+000,6.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam66,beam,0,6.00000000E+000,6.00000000E+000,1.20000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam67,beam,0,1.20000000E+001,6.00000000E+000,1.80000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam68,beam,0,1.80000000E+001,6.00000000E+000,2.40000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam69,beam,0,2.40000000E+001,6.00000000E+000,3.00000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam70,beam,0,0.00000000E+000,1.20000000E+001,6.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam71,beam,0,6.00000000E+000,1.20000000E+001,1.20000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam72,beam,0,1.20000000E+001,1.20000000E+001,1.80000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam73,beam,0,1.80000000E+001,1.20000000E+001,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam74,beam,0,0.00000000E+000,1.80000000E+001,6.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam75,beam,0,6.00000000E+000,1.80000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam76,beam,0,1.20000000E+001,1.80000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam77,beam,0,1.80000000E+001,1.80000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam78,beam,0,2.40000000E+001,1.80000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam79,beam,0,3.00000000E+000,1.80000000E+001,3.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam80,beam,0,3.00000000E+000,1.20000000E+001,3.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam81,beam,0,9.00000000E+000,1.80000000E+001,9.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam82,beam,0,9.00000000E+000,1.20000000E+001,9.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam83,beam,0,1.50000000E+001,1.80000000E+001,1.50000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam84,beam,0,1.50000000E+001,1.20000000E+001,1.50000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam85,beam,0,1.50000000E+001,6.00000000E+000,1.50000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam86,beam,0,2.10000000E+001,1.80000000E+001,2.10000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam87,beam,0,2.10000000E+001,1.20000000E+001,2.10000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam88,beam,0,2.10000000E+001,6.00000000E+000,2.10000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam89,beam,0,2.70000000E+001,1.80000000E+001,2.70000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam90,beam,0,9.00000000E+000,6.00000000E+000,9.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam91,beam,0,3.00000000E+000,6.00000000E+000,3.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam92,beam,0,2.70000000E+001,1.20000000E+001,2.70000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,2.10000000E+001,0.00000000E+000
beam93,beam,0,0.00000000E+000,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam94,beam,0,0.00000000E+000,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam95,beam,0,6.00000000E+000,6.00000000E+000,6.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam96,beam,0,6.00000000E+000,1.20000000E+001,6.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam97,beam,0,1.20000000E+001,0.00000000E+000,1.20000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam98,beam,0,1.20000000E+001,6.00000000E+000,1.20000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam99,beam,0,1.20000000E+001,1.20000000E+001,1.20000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam100,beam,0,1.80000000E+001,0.00000000E+000,1.80000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam101,beam,0,1.80000000E+001,6.00000000E+000,1.80000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam102,beam,0,1.80000000E+001,1.20000000E+001,1.80000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam103,beam,0,2.40000000E+001,0.00000000E+000,2.40000000E+001,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam104,beam,0,2.40000000E+001,6.00000000E+000,2.40000000E+001,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam105,beam,0,2.40000000E+001,1.20000000E+001,2.40000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam106,beam,0,3.00000000E+001,1.20000000E+001,3.00000000E+001,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,4.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam107,beam,0,0.00000000E+000,0.00000000E+000,6.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam108,beam,0,6.00000000E+000,0.00000000E+000,1.20000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam109,beam,0,1.20000000E+001,0.00000000E+000,1.80000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
beam110,beam,0,1.80000000E+001,0.00000000E+000,2.40000000E+001,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,0.00000000E+000,2.50000000E-001,5.00000000E-001,0.00000000E+000,1.80000000E+001,0.00000000E+000
